frame,frame_index,track_id,class_id,class_name,confidence,xc_px,yc_px,area_px2,perimeter_px,circularity,diameter_px,xc_mm,yc_mm,area_mm2,perimeter_mm,diameter_mm,interpolated,vx_px_s,vy_px_s,speed_px_s,vx_mm_s,vy_mm_s,speed_mm_s
14.bmp,0,1,0,飞溅液滴,0.9561205506324768,392.9144765608714,148.6370607090345,3112.9597937013023,228.98029685020447,0.7460830050997422,62.95667963378558,,,,,,False,,,,,,
14.bmp,0,2,0,飞溅液滴,0.907476544380188,398.98851680050643,451.77118923140733,631.0399316404946,105.98821139335632,0.7059136493307174,28.345458106575936,,,,,,False,,,,,,
